ID,Equation,Answer,Type,Complexity,Method_Used,Output_Answer,IsCorrect,Latency_ms,Invocations,CPU_Cycles,RAM_Peak_MB,Env_Status,Network_Bytes_Sent/Received
chal-925,( 13.0 + 8.0 ),21,Addition,0.5,API_REST_Wolfram,21.0,1,425.9071999695152,1,0.015625,0,API_OK,95/2295
chal-370,( ( 17.0 - 10.0 ) + 7.0 ),14,Addition,1.0,API_REST_Wolfram,14.0,1,503.361500101164,1,0.0,0.0078125,API_OK,114/2315
chal-597,( 14.0 / 7.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,437.649599974975,1,0.0,0.0078125,API_OK,95/2283
chal-721,( 71.0 - 20.0 ),51,Subtraction,0.5,API_REST_Wolfram,51.0,1,435.6833000201732,1,0.0,0,API_OK,96/2846
chal-54,( 22.0 / 11.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,421.9812999945134,1,0.0,0.0234375,API_OK,96/2289
chal-427,( 30.0 / 2.0 ),15,Common-Division,0.5,API_REST_Wolfram,15.0,1,426.1836998630315,1,0.0,0.00390625,API_OK,95/2300
chal-57,( 6.0 + 14.0 ),20,Addition,0.5,API_REST_Wolfram,20.0,1,401.6643001232296,1,0.015625,0,API_OK,95/2268
chal-265,( 7.0 - 4.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,414.9889999534935,1,0.0,0.015625,API_OK,94/2273
chal-773,( 10.0 - 3.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,461.3115000538528,1,0.0,0,API_OK,95/2793
chal-186,( 106.0 - 64.0 ),42,Subtraction,0.5,API_REST_Wolfram,42.0,1,404.09049997106194,1,0.015625,0,API_OK,97/2290
chal-467,( 382.0 + 374.0 ),756,Addition,0.5,API_REST_Wolfram,756.0,1,413.3908001240343,1,0.0,0.01171875,API_OK,98/2340
chal-790,( 42.0 - 31.0 ),11,Subtraction,0.5,API_REST_Wolfram,11.0,1,427.151600131765,1,0.0,0.00390625,API_OK,96/2273
chal-175,( 8.0 - 3.0 ),5,Subtraction,0.5,API_REST_Wolfram,5.0,1,490.9336001146585,1,0.0,0.0078125,API_OK,94/2783
chal-151,( ( 14.0 - 8.0 ) * 2.0 ),12,Multiplication,1.0,API_REST_Wolfram,12.0,1,448.93450010567904,1,0.0,0.01171875,API_OK,113/2328
chal-742,( ( 6.0 + 7.0 ) * 5.0 ),65,Multiplication,1.0,API_REST_Wolfram,65.0,1,451.9768999889493,1,0.015625,0.00390625,API_OK,112/2336
chal-114,( 5.0 - 4.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,477.1273999940604,1,0.0,0,API_OK,94/2253
chal-429,( 555.0 / 5.0 ),111,Common-Division,0.5,API_REST_Wolfram,111.0,1,417.79579990543425,1,0.0,0.01953125,API_OK,96/2345
chal-966,( 40.0 - 39.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,433.67930012755096,1,0.0,0,API_OK,96/2261
chal-19,( 57.0 - 30.0 ),27,Subtraction,0.5,API_REST_Wolfram,27.0,1,433.85899998247623,1,0.0,0,API_OK,96/2295
chal-190,( 6.0 - 2.0 ),4,Subtraction,0.5,API_REST_Wolfram,4.0,1,487.8749998752028,1,0.015625,0.0078125,API_OK,94/2793
chal-415,( 28.0 - 11.0 ),17,Subtraction,0.5,API_REST_Wolfram,17.0,1,454.2355998419225,1,0.0,0,API_OK,96/2831
chal-590,( 6.0 + 7.0 ),13,Addition,0.5,API_REST_Wolfram,13.0,1,462.8840000368655,1,0.0,0,API_OK,94/2270
chal-667,( 4.0 + 6.0 ),10,Addition,0.5,API_REST_Wolfram,10.0,1,442.7164001390338,1,0.0,0.015625,API_OK,94/2256
chal-764,( 308.0 - 231.0 ),77,Subtraction,0.5,API_REST_Wolfram,77.0,1,415.98219983279705,1,0.0,0,API_OK,98/2306
chal-222,( 78.0 * ( 186.0 - 172.0 ) ),1092,Multiplication,1.0,API_REST_Wolfram,1092.0,1,447.5033001508564,1,0.0,0,API_OK,117/2372
chal-587,( ( 16.0 - 21.0 ) + 10.0 ),5,Addition,1.0,API_REST_Wolfram,5.0,1,476.5399999450892,1,0.015625,0.0234375,API_OK,115/2304
chal-582,( 5.0 + 2.0 ),7,Addition,0.5,API_REST_Wolfram,7.0,1,475.8079000748694,1,0.0,0,API_OK,94/2778
chal-300,( ( 25.0 + 18.0 ) + 2.0 ),45,Addition,1.0,API_REST_Wolfram,45.0,1,493.50489978678524,1,0.0,0,API_OK,114/2884
chal-639,( 2.0 + 8.0 ),10,Addition,0.5,API_REST_Wolfram,10.0,1,408.7312000337988,1,0.0,0.0078125,API_OK,94/2256
chal-387,( 26.0 * 2.0 ),52,Multiplication,0.5,API_REST_Wolfram,52.0,1,400.5377001594752,1,0.015625,0.01953125,API_OK,95/2279
chal-365,( 5.0 - 3.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,416.2950001191348,1,0.0,0,API_OK,94/2253
chal-880,( ( 26.0 - 10.0 ) - 10.0 ),6,Subtraction,1.0,API_REST_Wolfram,6.0,1,465.6012000050396,1,0.0,0.01171875,API_OK,115/2297
chal-335,( 10.0 + 6.0 ),16,Addition,0.5,API_REST_Wolfram,16.0,1,431.0729999560863,1,0.0,0,API_OK,95/2272
chal-17,( 697.0 - 228.0 ),469,Subtraction,0.5,API_REST_Wolfram,469.0,1,482.9242001287639,1,0.015625,0,API_OK,98/2899
chal-203,( 22.0 * 569.0 ),12518,Multiplication,0.5,API_REST_Wolfram,12518.0,1,403.12509983778,1,0.015625,0.01953125,API_OK,97/2319
chal-2,( 4.0 - 3.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,421.01379996165633,1,0.0,0.01171875,API_OK,94/2253
chal-39,( 356.0 / 178.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,404.79979990050197,1,0.0,0,API_OK,98/2297
chal-291,( 197.0 - 66.0 ),131,Subtraction,0.5,API_REST_Wolfram,131.0,1,462.0197000913322,1,0.0,0.02734375,API_OK,97/2891
chal-494,( 106.0 - 14.0 ),92,Subtraction,0.5,API_REST_Wolfram,92.0,1,417.40119992755353,1,0.0,0.00390625,API_OK,97/2848
chal-248,( 32.0 * 20.0 ),640,Multiplication,0.5,API_REST_Wolfram,640.0,1,371.213800041005,1,0.0,0,API_OK,96/2311
chal-507,( 108.0 - 66.0 ),42,Subtraction,0.5,API_REST_Wolfram,42.0,1,438.09859990142286,1,0.03125,0.015625,API_OK,97/2299
chal-897,( ( 28.0 + 14.0 ) / 6.0 ),7,Common-Division,1.0,API_REST_Wolfram,7.0,1,485.5639999732375,1,0.0,0.00390625,API_OK,114/2339
chal-714,( 97.0 - 72.0 ),25,Subtraction,0.5,API_REST_Wolfram,25.0,1,396.8116999603808,1,0.0,0,API_OK,96/2291
chal-892,( 8.0 - 7.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,408.10090000741184,1,0.0,0.01171875,API_OK,94/2253
chal-77,( 4.0 - 2.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,443.09129985049367,1,0.015625,0,API_OK,94/2253
chal-912,( 158.0 - 147.0 ),11,Subtraction,0.5,API_REST_Wolfram,11.0,1,404.0216999128461,1,0.0,0,API_OK,98/2285
chal-793,( ( 2.0 + 3.0 ) + 10.0 ),15,Addition,1.0,API_REST_Wolfram,15.0,1,487.2787001077086,1,0.0,0.02734375,API_OK,113/2304
chal-509,( 5.0 + 15.0 ),20,Addition,0.5,API_REST_Wolfram,20.0,1,431.3111000228673,1,0.0,0.0078125,API_OK,95/2269
chal-178,( 98.0 * 89.0 ),8722,Multiplication,0.5,API_REST_Wolfram,8722.0,1,388.23230005800724,1,0.015625,0,API_OK,96/2309
chal-843,( 120.0 / 24.0 ),5,Common-Division,0.5,API_REST_Wolfram,5.0,1,394.2101001739502,1,0.0,0,API_OK,97/2296
chal-201,( 4.0 + 79.0 ),83,Addition,0.5,API_REST_Wolfram,83.0,1,421.71610007062554,1,0.0,0.01171875,API_OK,95/2287
chal-766,( 203.0 / 7.0 ),29,Common-Division,0.5,API_REST_Wolfram,29.0,1,441.74919999204576,1,0.0,0,API_OK,96/2319
chal-910,( 36.0 + 17.0 ),53,Addition,0.5,API_REST_Wolfram,53.0,1,461.881099967286,1,0.015625,0.00390625,API_OK,96/2848
chal-294,( 6.0 - 3.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,424.56019995734096,1,0.0,0.0078125,API_OK,94/2259
chal-539,( 21.0 + 12.0 ),33,Addition,0.5,API_REST_Wolfram,33.0,1,447.79729982838035,1,0.0,0,API_OK,96/2291
chal-25,( ( 3.0 + 4.0 ) - 6.0 ),1,Subtraction,1.0,API_REST_Wolfram,1.0,1,469.6468999609351,1,0.0,0.01171875,API_OK,112/2303
chal-695,( 7.0 + 9.0 ),16,Addition,0.5,API_REST_Wolfram,16.0,1,525.8563999086618,1,0.0,0.0078125,API_OK,94/2266
chal-211,( 78.0 - 31.0 ),47,Subtraction,0.5,API_REST_Wolfram,47.0,1,464.7594001144171,1,0.0,0,API_OK,96/2841
chal-425,( ( 51.0 - 8.0 ) * 130.0 ),5590,Multiplication,1.0,API_REST_Wolfram,5590.0,1,469.13799992762506,1,0.03125,0.0234375,API_OK,115/2370
chal-529,( 10.0 - ( 6.0 + 3.0 ) ),1,Subtraction,1.0,API_REST_Wolfram,1.0,1,500.6297000218183,1,0.0,0,API_OK,113/2309
chal-35,( 10.0 - ( 6.0 + 3.0 ) ),1,Subtraction,1.0,API_REST_Wolfram,1.0,1,491.61419994197786,1,0.0,0,API_OK,113/2308
chal-929,( ( 10.0 * 6.0 ) - 11.0 ),49,Subtraction,1.0,API_REST_Wolfram,49.0,1,529.7806998714805,1,0.0,0.01953125,API_OK,114/2875
chal-399,( ( 35.0 - 13.0 ) - 13.0 ),9,Subtraction,1.0,API_REST_Wolfram,9.0,1,613.0832000635564,1,0.0,0,API_OK,115/2304
chal-608,( 126.0 - 48.0 ),78,Subtraction,0.5,API_REST_Wolfram,78.0,1,443.4307001065463,1,0.015625,0.015625,API_OK,97/2871
chal-299,( ( 17.0 + 15.0 ) + 2.0 ),34,Addition,1.0,API_REST_Wolfram,34.0,1,505.03870006650686,1,0.0,0.015625,API_OK,114/2879
chal-849,( ( 11.0 - 2.0 ) - 2.0 ),7,Subtraction,1.0,API_REST_Wolfram,7.0,1,481.63980012759566,1,0.0,0,API_OK,113/2852
chal-669,( 92.0 - 68.0 ),24,Subtraction,0.5,API_REST_Wolfram,24.0,1,451.4754998963326,1,0.0,0.0234375,API_OK,96/2302
chal-283,( 13.0 + 21.0 ),34,Addition,0.5,API_REST_Wolfram,34.0,1,406.77880006842315,1,0.0,0,API_OK,96/2288
chal-940,( 12.0 - 2.0 ),10,Subtraction,0.5,API_REST_Wolfram,10.0,1,478.5072999075055,1,0.0,0,API_OK,95/2806
chal-945,( 28.0 / 2.0 ),14,Common-Division,0.5,API_REST_Wolfram,14.0,1,400.4787001758814,1,0.015625,0.0078125,API_OK,95/2302
chal-607,( 4.0 + 6.0 ),10,Addition,0.5,API_REST_Wolfram,10.0,1,420.21419992670417,1,0.015625,0.01953125,API_OK,94/2256
chal-960,( 90.0 / 6.0 ),15,Common-Division,0.5,API_REST_Wolfram,15.0,1,521.8809000216424,1,0.0,0,API_OK,95/2304
chal-935,( 27.0 * 23.0 ),621,Multiplication,0.5,API_REST_Wolfram,621.0,1,425.28910003602505,1,0.0,0.00390625,API_OK,96/2324
chal-732,( 3.0 - 2.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,429.9836999271065,1,0.0,0,API_OK,94/2267
chal-288,( 9.0 - 7.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,435.79030013643205,1,0.0,0.015625,API_OK,94/2267
chal-528,( 154.0 / 11.0 ),14,Common-Division,0.5,API_REST_Wolfram,14.0,1,386.3049999345094,1,0.0,0.01171875,API_OK,97/2329
chal-808,( 32.0 / 4.0 ),8,Common-Division,0.5,API_REST_Wolfram,8.0,1,413.5358000639826,1,0.0,0,API_OK,95/2291
chal-230,( 4.0 / 2.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,400.6318000610918,1,0.0,0,API_OK,94/2280
chal-437,( 8.0 + 6.0 ),14,Addition,0.5,API_REST_Wolfram,14.0,1,395.27059998363256,1,0.0,0.01171875,API_OK,94/2285
chal-29,( 40.0 + 49.0 ),89,Addition,0.5,API_REST_Wolfram,89.0,1,442.0811999589205,1,0.0,0.015625,API_OK,96/2288
chal-375,( 33.0 - 13.0 ),20,Subtraction,0.5,API_REST_Wolfram,20.0,1,441.90449989400804,1,0.0,0,API_OK,96/2826
chal-820,( 133.0 / 19.0 ),7,Common-Division,0.5,API_REST_Wolfram,7.0,1,495.62379997223616,1,0.0,0.00390625,API_OK,97/2317
chal-317,( 6.0 - 5.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,450.4720999393612,1,0.0,0.01171875,API_OK,94/2253
chal-561,( ( 6.0 + 7.0 ) + 3.0 ),16,Addition,1.0,API_REST_Wolfram,16.0,1,482.10370005108416,1,0.015625,0,API_OK,112/2862
chal-242,( 81.0 - 60.0 ),21,Subtraction,0.5,API_REST_Wolfram,21.0,1,426.2397000566125,1,0.0,0.01171875,API_OK,96/2289
chal-150,( 16.0 - 13.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,429.57399995066226,1,0.0,0,API_OK,96/2265
chal-517,( ( 3.0 + 6.0 ) - 4.0 ),5,Subtraction,1.0,API_REST_Wolfram,5.0,1,473.83200004696846,1,0.015625,0,API_OK,112/2847
chal-418,( 5.0 + 4.0 ),9,Addition,0.5,API_REST_Wolfram,9.0,1,420.98110006190836,1,0.0,0.01953125,API_OK,94/2270
chal-661,( 19.0 * 4.0 ),76,Multiplication,0.5,API_REST_Wolfram,76.0,1,438.7988999951631,1,0.0,0.015625,API_OK,95/2285
chal-199,( 2.0 * 14.0 ),28,Multiplication,0.5,API_REST_Wolfram,28.0,1,475.5605000536889,1,0.0,0,API_OK,95/2286
chal-586,( 14.0 + 16.0 ),30,Addition,0.5,API_REST_Wolfram,30.0,1,415.2508999686688,1,0.015625,0,API_OK,96/2273
chal-326,( 38.0 / 2.0 ),19,Common-Division,0.5,API_REST_Wolfram,19.0,1,405.8603998273611,1,0.0,0.01953125,API_OK,95/2303
chal-824,( 36.0 / 18.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,384.95659991167486,1,0.0,0,API_OK,96/2490
chal-703,( 39.0 - 17.0 ),22,Subtraction,0.5,API_REST_Wolfram,22.0,1,487.79259994626045,1,0.0,0.00390625,API_OK,96/2838
chal-950,( 23.0 - 16.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,431.80899997241795,1,0.0,0.02734375,API_OK,96/2267
chal-516,( 28.0 * ( 24.0 / 16.0 ) ),42,Multiplication,1.0,API_REST_Wolfram,42.0,1,436.9255998171866,1,0.0,0,API_OK,115/2351
chal-865,( 33.0 - 19.0 ),14,Subtraction,0.5,API_REST_Wolfram,14.0,1,408.21350016631186,1,0.0,0.01171875,API_OK,96/2283
chal-837,( 288.0 - 264.0 ),24,Subtraction,0.5,API_REST_Wolfram,24.0,1,397.0288001000881,1,0.0,0,API_OK,98/2296
chal-878,( 31.0 - 23.0 ),8,Subtraction,0.5,API_REST_Wolfram,8.0,1,431.76819989457726,1,0.0,0,API_OK,96/2267
chal-360,( 9.0 + 18.0 ),27,Addition,0.5,API_REST_Wolfram,27.0,1,428.7920999340713,1,0.0,0,API_OK,95/2287
chal-595,( ( 25.0 + 32.0 ) - 26.0 ),31,Subtraction,1.0,API_REST_Wolfram,31.0,1,694.0222999546677,1,0.0,0.015625,API_OK,115/2891
chal-789,( 5.0 - 3.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,668.1689999531955,1,0.015625,0.01171875,API_OK,94/2253
chal-189,( 42.0 / 2.0 ),21,Common-Division,0.5,API_REST_Wolfram,21.0,1,588.4347001556307,1,0.0,0,API_OK,95/2309
chal-67,( 8.0 / 2.0 ),4,Common-Division,0.5,API_REST_Wolfram,4.0,1,467.25440002046525,1,0.0,0.02734375,API_OK,94/2282
chal-356,( 8.0 * 10.0 ),80,Multiplication,0.5,API_REST_Wolfram,80.0,1,448.1496000662446,1,0.0,0.00390625,API_OK,95/2268
chal-800,( 6.0 - 3.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,449.5056997984648,1,0.015625,0,API_OK,94/2259
chal-903,( 8.0 - 6.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,452.46160007081926,1,0.0,0.00390625,API_OK,94/2253
chal-921,( 12.0 - 5.0 ),7,Subtraction,0.5,API_REST_Wolfram,7.0,1,472.4924999754876,1,0.015625,0.0078125,API_OK,95/2806
chal-943,( 15.0 - 14.0 ),1,Subtraction,0.5,API_REST_Wolfram,1.0,1,414.232200011611,1,0.0,0,API_OK,96/2261
chal-331,( ( 79.0 - 24.0 ) - 51.0 ),4,Subtraction,1.0,API_REST_Wolfram,4.0,1,438.40810004621744,1,0.0,0.0078125,API_OK,115/2308
chal-728,( 12.0 - ( 21.0 - 13.0 ) ),4,Subtraction,1.0,API_REST_Wolfram,4.0,1,457.581999944523,1,0.0,0.0078125,API_OK,115/2334
chal-397,( 16.0 * 2.0 ),32,Multiplication,0.5,API_REST_Wolfram,32.0,1,433.97500016726553,1,0.0,0.01953125,API_OK,95/2282
chal-464,( 63.0 - 3.0 ),60,Subtraction,0.5,API_REST_Wolfram,60.0,1,452.7157999109477,1,0.0,0,API_OK,95/2827
chal-394,( 36.0 / 4.0 ),9,Common-Division,0.5,API_REST_Wolfram,9.0,1,484.3599000014365,1,0.0,0.00390625,API_OK,95/2288
chal-312,( ( 100.0 + 148.0 ) - 159.0 ),89,Subtraction,1.0,API_REST_Wolfram,89.0,1,433.98299999535084,1,0.0,0,API_OK,118/2341
chal-681,( 87.0 + 18.0 ),105,Addition,0.5,API_REST_Wolfram,105.0,1,476.2825998477638,1,0.0,0.01171875,API_OK,96/2860
chal-745,( 21.0 - 4.0 ),17,Subtraction,0.5,API_REST_Wolfram,17.0,1,429.04320009984076,1,0.0,0.0234375,API_OK,95/2824
chal-922,( 44.0 - 39.0 ),5,Subtraction,0.5,API_REST_Wolfram,5.0,1,404.7207999974489,1,0.015625,0,API_OK,96/2264
chal-462,( ( 12.0 - 2.0 ) - 7.0 ),3,Subtraction,1.0,API_REST_Wolfram,3.0,1,543.0703999008983,1,0.0,0.0234375,API_OK,113/2299
chal-523,( ( 33.0 - 24.0 ) / 9.0 ),1,Common-Division,1.0,API_REST_Wolfram,1.0,1,492.7115000318736,1,0.0,0,API_OK,114/2347
chal-632,( 79.0 - 53.0 ),26,Subtraction,0.5,API_REST_Wolfram,26.0,1,393.05380010046065,1,0.0,0.0078125,API_OK,96/2289
chal-491,( 20.0 - 4.0 ),16,Subtraction,0.5,API_REST_Wolfram,16.0,1,463.66739994846284,1,0.0,0,API_OK,95/2803
chal-196,( 4.0 * 7.0 ),28,Multiplication,0.5,API_REST_Wolfram,28.0,1,398.4831999987364,1,0.0,0.0078125,API_OK,94/2284
chal-257,( 2.0 + 12.0 ),14,Addition,0.5,API_REST_Wolfram,14.0,1,395.6558001227677,1,0.0,0.0078125,API_OK,95/2275
chal-694,( 9.0 - ( 14.0 - 9.0 ) ),4,Subtraction,1.0,API_REST_Wolfram,4.0,1,465.5555998906493,1,0.015625,0.00390625,API_OK,113/2312
chal-741,( 40.0 / 2.0 ),20,Common-Division,0.5,API_REST_Wolfram,20.0,1,408.70340005494654,1,0.015625,0,API_OK,95/2311
chal-578,( 133.0 - 51.0 ),82,Subtraction,0.5,API_REST_Wolfram,82.0,1,448.7425999250263,1,0.0,0.01171875,API_OK,97/2848
chal-158,( 37.0 - 16.0 ),21,Subtraction,0.5,API_REST_Wolfram,21.0,1,474.6439999435097,1,0.0,0,API_OK,96/2838
chal-613,( 60.0 - 7.0 ),53,Subtraction,0.5,API_REST_Wolfram,53.0,1,443.65180004388094,1,0.0,0.00390625,API_OK,95/2830
chal-393,( 42.0 - 29.0 ),13,Subtraction,0.5,API_REST_Wolfram,13.0,1,384.8592001013458,1,0.0,0.0078125,API_OK,96/2279
chal-970,( 10.0 / 5.0 ),2,Common-Division,0.5,API_REST_Wolfram,2.0,1,421.60290013998747,1,0.0,0.00390625,API_OK,95/2299
chal-689,( 98.0 / 7.0 ),14,Common-Division,0.5,API_REST_Wolfram,14.0,1,448.3181999530643,1,0.0,0,API_OK,95/2306
chal-362,( 16.0 / 4.0 ),4,Common-Division,0.5,API_REST_Wolfram,4.0,1,399.34749994426966,1,0.0,0.0078125,API_OK,95/2288
chal-817,( 16.0 - 14.0 ),2,Subtraction,0.5,API_REST_Wolfram,2.0,1,430.1479000132531,1,0.015625,0.0078125,API_OK,96/2261
chal-402,( 8.0 - 5.0 ),3,Subtraction,0.5,API_REST_Wolfram,3.0,1,442.8318999707699,1,0.0,0,API_OK,94/2257
chal-93,( ( 40.0 - 5.0 ) - 13.0 ),22,Subtraction,1.0,API_REST_Wolfram,22.0,1,532.8766999300569,1,0.0,0.02734375,API_OK,114/2902
chal-918,( 528.0 - 252.0 ),276,Subtraction,0.5,API_REST_Wolfram,276.0,1,476.54120018705726,1,0.015625,0,API_OK,98/2896
chal-490,( 54.0 - 29.0 ),25,Subtraction,0.5,API_REST_Wolfram,25.0,1,415.1484000030905,1,0.0,0.00390625,API_OK,96/2288
chal-452,( 25.0 / 5.0 ),5,Common-Division,0.5,API_REST_Wolfram,5.0,1,407.68729988485575,1,0.0,0,API_OK,95/2288
chal-252,( 144.0 - 79.0 ),65,Subtraction,0.5,API_REST_Wolfram,65.0,1,427.9512001667172,1,0.0,0,API_OK,97/2293
chal-654,( 8.0 + 6.0 ),14,Addition,0.5,API_REST_Wolfram,14.0,1,432.46760009787977,1,0.0,0.03125,API_OK,94/2271
chal-770,( 19.0 - 5.0 ),14,Subtraction,0.5,API_REST_Wolfram,14.0,1,464.610300026834,1,0.0,0,API_OK,95/2821
chal-671,( 7.0 + 13.0 ),20,Addition,0.5,API_REST_Wolfram,20.0,1,439.9017000105232,1,0.0,0,API_OK,95/2266
